wo,umi_count,library_id,condition,replicate,sample
OWWWWWWW,42707,2,Neg,3,Library-2-Neg-3
WOOOOOOO,185400,2,Neg,3,Library-2-Neg-3
WOOOOOOW,42291,2,Neg,3,Library-2-Neg-3
WOOOOOWO,122902,2,Neg,3,Library-2-Neg-3
WOOOOOWW,210443,2,Neg,3,Library-2-Neg-3
WOOOOWOO,131328,2,Neg,3,Library-2-Neg-3
WOOOOWOW,124153,2,Neg,3,Library-2-Neg-3
WOOOOWWO,69293,2,Neg,3,Library-2-Neg-3
WOOOOWWW,127761,2,Neg,3,Library-2-Neg-3
WOOOWOOO,3636,2,Neg,3,Library-2-Neg-3
WOOOWOOW,166112,2,Neg,3,Library-2-Neg-3
WOOOWOWO,68362,2,Neg,3,Library-2-Neg-3
WOOOWOWW,163817,2,Neg,3,Library-2-Neg-3
WOOOWWOO,121174,2,Neg,3,Library-2-Neg-3
WOOOWWOW,57094,2,Neg,3,Library-2-Neg-3
WOOOWWWO,130673,2,Neg,3,Library-2-Neg-3
WOOOWWWW,63322,2,Neg,3,Library-2-Neg-3
WOOWOOOO,34606,2,Neg,3,Library-2-Neg-3
WOOWOOOW,94250,2,Neg,3,Library-2-Neg-3
WOOWOOWO,84424,2,Neg,3,Library-2-Neg-3
WOOWOOWW,82689,2,Neg,3,Library-2-Neg-3
WOOWOWOO,62640,2,Neg,3,Library-2-Neg-3
WOOWOWOW,141066,2,Neg,3,Library-2-Neg-3
WOOWOWWO,74257,2,Neg,3,Library-2-Neg-3
WOOWOWWW,102569,2,Neg,3,Library-2-Neg-3
WOOWWOOO,120940,2,Neg,3,Library-2-Neg-3
WOOWWOOW,53419,2,Neg,3,Library-2-Neg-3
WOOWWOWO,21135,2,Neg,3,Library-2-Neg-3
WOOWWOWW,28581,2,Neg,3,Library-2-Neg-3
WOOWWWOO,94052,2,Neg,3,Library-2-Neg-3
WOOWWWOW,52824,2,Neg,3,Library-2-Neg-3
WOOWWWWO,63695,2,Neg,3,Library-2-Neg-3
WOOWWWWW,75943,2,Neg,3,Library-2-Neg-3
WOWOOOOO,95039,2,Neg,3,Library-2-Neg-3
WOWOOOOW,5256,2,Neg,3,Library-2-Neg-3
WOWOOOWO,139430,2,Neg,3,Library-2-Neg-3
WOWOOOWW,124177,2,Neg,3,Library-2-Neg-3
WOWOOWOO,585,2,Neg,3,Library-2-Neg-3
WOWOOWOW,83998,2,Neg,3,Library-2-Neg-3
WOWOOWWO,43046,2,Neg,3,Library-2-Neg-3
WOWOOWWW,16306,2,Neg,3,Library-2-Neg-3
WOWOWOOO,18303,2,Neg,3,Library-2-Neg-3
WOWOWOOW,38605,2,Neg,3,Library-2-Neg-3
WOWOWOWO,132507,2,Neg,3,Library-2-Neg-3
WOWOWOWW,57346,2,Neg,3,Library-2-Neg-3
WOWOWWOO,65383,2,Neg,3,Library-2-Neg-3
WOWOWWOW,68341,2,Neg,3,Library-2-Neg-3
WOWOWWWO,86988,2,Neg,3,Library-2-Neg-3
WOWOWWWW,99723,2,Neg,3,Library-2-Neg-3
WOWWOOOO,9341,2,Neg,3,Library-2-Neg-3
WOWWOOOW,35482,2,Neg,3,Library-2-Neg-3
WOWWOOWO,79349,2,Neg,3,Library-2-Neg-3
WOWWOOWW,75412,2,Neg,3,Library-2-Neg-3
WOWWOWOO,50024,2,Neg,3,Library-2-Neg-3
WOWWOWOW,54906,2,Neg,3,Library-2-Neg-3
WOWWOWWO,187118,2,Neg,3,Library-2-Neg-3
WOWWOWWW,63543,2,Neg,3,Library-2-Neg-3
WOWWWOOO,45179,2,Neg,3,Library-2-Neg-3
WOWWWOOW,75670,2,Neg,3,Library-2-Neg-3
WOWWWOWO,42782,2,Neg,3,Library-2-Neg-3
WOWWWOWW,85696,2,Neg,3,Library-2-Neg-3
WOWWWWOO,111100,2,Neg,3,Library-2-Neg-3
WOWWWWOW,83316,2,Neg,3,Library-2-Neg-3
WOWWWWWO,78091,2,Neg,3,Library-2-Neg-3
WOWWWWWW,106902,2,Neg,3,Library-2-Neg-3
WWOOOOOO,23925,2,Neg,3,Library-2-Neg-3
WWOOOOOW,5975,2,Neg,3,Library-2-Neg-3
WWOOOOWO,77581,2,Neg,3,Library-2-Neg-3
WWOOOOWW,96053,2,Neg,3,Library-2-Neg-3
WWOOOWOO,16213,2,Neg,3,Library-2-Neg-3
WWOOOWOW,98689,2,Neg,3,Library-2-Neg-3
WWOOOWWO,50342,2,Neg,3,Library-2-Neg-3
WWOOOWWW,36482,2,Neg,3,Library-2-Neg-3
WWOOWOOO,2320,2,Neg,3,Library-2-Neg-3
WWOOWOOW,32569,2,Neg,3,Library-2-Neg-3
WWOOWOWO,132025,2,Neg,3,Library-2-Neg-3
WWOOWOWW,99963,2,Neg,3,Library-2-Neg-3
WWOOWWOO,24593,2,Neg,3,Library-2-Neg-3
WWOOWWOW,85617,2,Neg,3,Library-2-Neg-3
WWOOWWWO,139826,2,Neg,3,Library-2-Neg-3
WWOOWWWW,16833,2,Neg,3,Library-2-Neg-3
WWOWOOOO,13985,2,Neg,3,Library-2-Neg-3
WWOWOOOW,58898,2,Neg,3,Library-2-Neg-3
WWOWOOWO,138201,2,Neg,3,Library-2-Neg-3
WWOWOOWW,62012,2,Neg,3,Library-2-Neg-3
WWOWOWOO,36209,2,Neg,3,Library-2-Neg-3
WWOWOWOW,82547,2,Neg,3,Library-2-Neg-3
WWOWOWWO,95062,2,Neg,3,Library-2-Neg-3
WWOWOWWW,99101,2,Neg,3,Library-2-Neg-3
WWOWWOOO,47832,2,Neg,3,Library-2-Neg-3
WWOWWOOW,56747,2,Neg,3,Library-2-Neg-3
WWOWWOWO,77375,2,Neg,3,Library-2-Neg-3
WWOWWOWW,72130,2,Neg,3,Library-2-Neg-3
WWOWWWOO,60802,2,Neg,3,Library-2-Neg-3
WWOWWWOW,161168,2,Neg,3,Library-2-Neg-3
WWOWWWWO,94831,2,Neg,3,Library-2-Neg-3
WWOWWWWW,63718,2,Neg,3,Library-2-Neg-3
WWWOOOOO,154030,2,Neg,3,Library-2-Neg-3
WWWOOOOW,21118,2,Neg,3,Library-2-Neg-3
WWWOOOWO,37985,2,Neg,3,Library-2-Neg-3
WWWOOOWW,85734,2,Neg,3,Library-2-Neg-3
WWWOOWOO,8124,2,Neg,3,Library-2-Neg-3
WWWOOWOW,31610,2,Neg,3,Library-2-Neg-3
WWWOOWWO,69520,2,Neg,3,Library-2-Neg-3
WWWOOWWW,76599,2,Neg,3,Library-2-Neg-3
WWWOWOOO,7503,2,Neg,3,Library-2-Neg-3
WWWOWOOW,102150,2,Neg,3,Library-2-Neg-3
WWWOWOWO,91105,2,Neg,3,Library-2-Neg-3
WWWOWOWW,77315,2,Neg,3,Library-2-Neg-3
WWWOWWOO,81031,2,Neg,3,Library-2-Neg-3
WWWOWWOW,69212,2,Neg,3,Library-2-Neg-3
WWWOWWWO,130267,2,Neg,3,Library-2-Neg-3
WWWOWWWW,79998,2,Neg,3,Library-2-Neg-3
WWWWOOOO,9330,2,Neg,3,Library-2-Neg-3
WWWWOOOW,71211,2,Neg,3,Library-2-Neg-3
WWWWOOWO,31028,2,Neg,3,Library-2-Neg-3
WWWWOOWW,127677,2,Neg,3,Library-2-Neg-3
WWWWOWOO,121591,2,Neg,3,Library-2-Neg-3
WWWWOWOW,39492,2,Neg,3,Library-2-Neg-3
WWWWOWWO,91191,2,Neg,3,Library-2-Neg-3
WWWWOWWW,40946,2,Neg,3,Library-2-Neg-3
WWWWWOOO,101635,2,Neg,3,Library-2-Neg-3
WWWWWOOW,102390,2,Neg,3,Library-2-Neg-3
WWWWWOWO,51066,2,Neg,3,Library-2-Neg-3
WWWWWOWW,91696,2,Neg,3,Library-2-Neg-3
WWWWWWOO,118823,2,Neg,3,Library-2-Neg-3
WWWWWWOW,94704,2,Neg,3,Library-2-Neg-3
WWWWWWWO,85373,2,Neg,3,Library-2-Neg-3
WWWWWWWW,624470,2,Neg,3,Library-2-Neg-3
OOOOOOOO,3,2,Pos,2,Library-2-Pos-2
OOOOOOOW,1,2,Pos,2,Library-2-Pos-2
OOOOOOWO,1,2,Pos,2,Library-2-Pos-2
OOOOOWOW,3,2,Pos,2,Library-2-Pos-2
OOOOWOOW,9,2,Pos,2,Library-2-Pos-2
OOOOWOWO,2,2,Pos,2,Library-2-Pos-2
OOOOWOWW,1,2,Pos,2,Library-2-Pos-2
OOOOWWOO,7,2,Pos,2,Library-2-Pos-2
OOOOWWOW,1,2,Pos,2,Library-2-Pos-2
OOOOWWWO,2,2,Pos,2,Library-2-Pos-2
OOOWOOOW,3,2,Pos,2,Library-2-Pos-2
OOOWOWOO,6,2,Pos,2,Library-2-Pos-2
OOOWOWOW,5,2,Pos,2,Library-2-Pos-2
OOOWOWWW,1,2,Pos,2,Library-2-Pos-2
OOOWWOOW,2,2,Pos,2,Library-2-Pos-2
OOOWWOWO,2,2,Pos,2,Library-2-Pos-2
OOOWWOWW,4,2,Pos,2,Library-2-Pos-2
OOOWWWOO,1,2,Pos,2,Library-2-Pos-2
OOOWWWOW,6,2,Pos,2,Library-2-Pos-2
OOWOOOOO,9,2,Pos,2,Library-2-Pos-2
OOWOOOWO,1,2,Pos,2,Library-2-Pos-2
OOWOOWOW,8,2,Pos,2,Library-2-Pos-2
OOWOWOOO,1,2,Pos,2,Library-2-Pos-2
OOWOWOOW,2,2,Pos,2,Library-2-Pos-2
OOWOWOWO,1,2,Pos,2,Library-2-Pos-2
OOWOWOWW,1,2,Pos,2,Library-2-Pos-2
OOWOWWOO,9,2,Pos,2,Library-2-Pos-2
OOWOWWOW,2,2,Pos,2,Library-2-Pos-2
OOWOWWWW,2,2,Pos,2,Library-2-Pos-2
OOWWOOOO,2,2,Pos,2,Library-2-Pos-2
OOWWOOOW,4,2,Pos,2,Library-2-Pos-2
OOWWOOWO,6,2,Pos,2,Library-2-Pos-2
OOWWOOWW,3,2,Pos,2,Library-2-Pos-2
OOWWOWOO,6,2,Pos,2,Library-2-Pos-2
OOWWOWOW,1,2,Pos,2,Library-2-Pos-2
OOWWWOOO,3,2,Pos,2,Library-2-Pos-2
OOWWWOOW,4,2,Pos,2,Library-2-Pos-2
OOWWWOWO,1,2,Pos,2,Library-2-Pos-2
OOWWWOWW,2,2,Pos,2,Library-2-Pos-2
OOWWWWOO,3,2,Pos,2,Library-2-Pos-2
OOWWWWOW,3,2,Pos,2,Library-2-Pos-2
OOWWWWWW,11,2,Pos,2,Library-2-Pos-2
OWOOOOOO,3,2,Pos,2,Library-2-Pos-2
OWOOOOWO,2,2,Pos,2,Library-2-Pos-2
OWOOOWOW,2,2,Pos,2,Library-2-Pos-2
OWOOWOWO,1,2,Pos,2,Library-2-Pos-2
OWOOWWOW,1,2,Pos,2,Library-2-Pos-2
OWOOWWWO,3,2,Pos,2,Library-2-Pos-2
OWOOWWWW,1,2,Pos,2,Library-2-Pos-2
OWOWOOOW,1,2,Pos,2,Library-2-Pos-2
OWOWOOWO,1,2,Pos,2,Library-2-Pos-2
OWOWOOWW,1,2,Pos,2,Library-2-Pos-2
OWOWOWOO,1,2,Pos,2,Library-2-Pos-2
OWOWWOOO,1,2,Pos,2,Library-2-Pos-2
OWOWWOOW,1,2,Pos,2,Library-2-Pos-2
OWOWWOWO,2,2,Pos,2,Library-2-Pos-2
OWOWWWOW,1,2,Pos,2,Library-2-Pos-2
OWOWWWWO,2,2,Pos,2,Library-2-Pos-2
OWWOOOOO,5,2,Pos,2,Library-2-Pos-2
OWWOOOOW,1,2,Pos,2,Library-2-Pos-2
OWWOOOWO,1,2,Pos,2,Library-2-Pos-2
OWWOOWOW,4,2,Pos,2,Library-2-Pos-2
OWWOWOOO,3,2,Pos,2,Library-2-Pos-2
OWWOWOWO,1,2,Pos,2,Library-2-Pos-2
OWWOWWOO,7,2,Pos,2,Library-2-Pos-2
OWWOWWOW,1,2,Pos,2,Library-2-Pos-2
OWWOWWWW,5,2,Pos,2,Library-2-Pos-2
OWWWOOOO,1,2,Pos,2,Library-2-Pos-2
OWWWOOOW,6,2,Pos,2,Library-2-Pos-2
OWWWOOWO,4,2,Pos,2,Library-2-Pos-2
OWWWOOWW,1,2,Pos,2,Library-2-Pos-2
OWWWOWOO,4,2,Pos,2,Library-2-Pos-2
OWWWOWOW,1,2,Pos,2,Library-2-Pos-2
OWWWWOOO,5,2,Pos,2,Library-2-Pos-2
OWWWWOOW,6,2,Pos,2,Library-2-Pos-2
OWWWWOWO,1,2,Pos,2,Library-2-Pos-2
OWWWWOWW,2,2,Pos,2,Library-2-Pos-2
OWWWWWOO,4,2,Pos,2,Library-2-Pos-2
OWWWWWOW,5,2,Pos,2,Library-2-Pos-2
OWWWWWWO,2,2,Pos,2,Library-2-Pos-2
OWWWWWWW,2,2,Pos,2,Library-2-Pos-2
WOOOOOOO,4,2,Pos,2,Library-2-Pos-2
WOOOOWOO,2,2,Pos,2,Library-2-Pos-2
WOOOOWWW,2,2,Pos,2,Library-2-Pos-2
WOOOWOOW,2,2,Pos,2,Library-2-Pos-2
WOOOWWOO,2,2,Pos,2,Library-2-Pos-2
WOOOWWOW,3,2,Pos,2,Library-2-Pos-2
WOOOWWWW,2,2,Pos,2,Library-2-Pos-2
WOOWOOOO,2,2,Pos,2,Library-2-Pos-2
WOOWOOOW,1,2,Pos,2,Library-2-Pos-2
WOOWOWOO,1,2,Pos,2,Library-2-Pos-2
WOOWOWOW,3,2,Pos,2,Library-2-Pos-2
WOOWOWWW,2,2,Pos,2,Library-2-Pos-2
WOOWWOOO,1,2,Pos,2,Library-2-Pos-2
WOOWWOOW,1,2,Pos,2,Library-2-Pos-2
WOOWWOWO,1,2,Pos,2,Library-2-Pos-2
WOOWWOWW,1,2,Pos,2,Library-2-Pos-2
WOOWWWOW,1,2,Pos,2,Library-2-Pos-2
WOOWWWWW,1,2,Pos,2,Library-2-Pos-2
WOWOOOOO,8,2,Pos,2,Library-2-Pos-2
WOWOOWOO,1,2,Pos,2,Library-2-Pos-2
WOWOOWWO,1,2,Pos,2,Library-2-Pos-2
WOWOWOOW,2,2,Pos,2,Library-2-Pos-2
WOWOWOWW,1,2,Pos,2,Library-2-Pos-2
WOWOWWOO,3,2,Pos,2,Library-2-Pos-2
WOWOWWOW,4,2,Pos,2,Library-2-Pos-2
WOWOWWWO,1,2,Pos,2,Library-2-Pos-2
WOWWOOOW,6,2,Pos,2,Library-2-Pos-2
WOWWOOWO,4,2,Pos,2,Library-2-Pos-2
WOWWOOWW,3,2,Pos,2,Library-2-Pos-2
WOWWOWOO,1,2,Pos,2,Library-2-Pos-2
WOWWOWOW,6,2,Pos,2,Library-2-Pos-2
WOWWOWWW,3,2,Pos,2,Library-2-Pos-2
WOWWWOOO,1,2,Pos,2,Library-2-Pos-2
WOWWWOOW,2,2,Pos,2,Library-2-Pos-2
WOWWWOWW,1,2,Pos,2,Library-2-Pos-2
WOWWWWOO,6,2,Pos,2,Library-2-Pos-2
WOWWWWOW,6,2,Pos,2,Library-2-Pos-2
WOWWWWWO,3,2,Pos,2,Library-2-Pos-2
WOWWWWWW,1,2,Pos,2,Library-2-Pos-2
WWOOOOOO,2,2,Pos,2,Library-2-Pos-2
WWOOOOWO,1,2,Pos,2,Library-2-Pos-2
WWOOOWOW,2,2,Pos,2,Library-2-Pos-2
WWOOWOOO,1,2,Pos,2,Library-2-Pos-2
WWOOWOOW,2,2,Pos,2,Library-2-Pos-2
WWOOWOWO,1,2,Pos,2,Library-2-Pos-2
WWOOWOWW,1,2,Pos,2,Library-2-Pos-2
WWOOWWOO,1,2,Pos,2,Library-2-Pos-2
WWOOWWOW,2,2,Pos,2,Library-2-Pos-2
WWOOWWWW,1,2,Pos,2,Library-2-Pos-2
WWOWOOOW,1,2,Pos,2,Library-2-Pos-2
WWOWOOWW,1,2,Pos,2,Library-2-Pos-2
WWOWOWOO,1,2,Pos,2,Library-2-Pos-2
WWOWOWOW,2,2,Pos,2,Library-2-Pos-2
WWOWWOOW,1,2,Pos,2,Library-2-Pos-2
WWOWWWOW,1,2,Pos,2,Library-2-Pos-2
WWOWWWWO,1,2,Pos,2,Library-2-Pos-2
WWWOOOOO,13,2,Pos,2,Library-2-Pos-2
WWWOOOWO,1,2,Pos,2,Library-2-Pos-2
WWWOOWOW,1,2,Pos,2,Library-2-Pos-2
WWWOWOOW,2,2,Pos,2,Library-2-Pos-2
WWWOWOWW,2,2,Pos,2,Library-2-Pos-2
WWWOWWOO,3,2,Pos,2,Library-2-Pos-2
WWWOWWWW,5,2,Pos,2,Library-2-Pos-2
WWWWOOOW,6,2,Pos,2,Library-2-Pos-2
WWWWOWOO,6,2,Pos,2,Library-2-Pos-2
WWWWOWOW,1,2,Pos,2,Library-2-Pos-2
WWWWWOOO,2,2,Pos,2,Library-2-Pos-2
WWWWWOOW,5,2,Pos,2,Library-2-Pos-2
WWWWWOWO,1,2,Pos,2,Library-2-Pos-2
WWWWWOWW,1,2,Pos,2,Library-2-Pos-2
WWWWWWOO,3,2,Pos,2,Library-2-Pos-2
WWWWWWOW,4,2,Pos,2,Library-2-Pos-2
WWWWWWWO,1,2,Pos,2,Library-2-Pos-2
WWWWWWWW,24,2,Pos,2,Library-2-Pos-2
OOOOOOOO,328668,2,Pos,3,Library-2-Pos-3
OOOOOOOW,166738,2,Pos,3,Library-2-Pos-3
OOOOOOWO,113286,2,Pos,3,Library-2-Pos-3
OOOOOOWW,43987,2,Pos,3,Library-2-Pos-3
OOOOOWOO,16074,2,Pos,3,Library-2-Pos-3
OOOOOWOW,162362,2,Pos,3,Library-2-Pos-3
OOOOOWWO,16300,2,Pos,3,Library-2-Pos-3
OOOOOWWW,57512,2,Pos,3,Library-2-Pos-3
OOOOWOOO,126604,2,Pos,3,Library-2-Pos-3
OOOOWOOW,525656,2,Pos,3,Library-2-Pos-3
OOOOWOWO,268159,2,Pos,3,Library-2-Pos-3
OOOOWOWW,70356,2,Pos,3,Library-2-Pos-3
OOOOWWOO,646590,2,Pos,3,Library-2-Pos-3
OOOOWWOW,159681,2,Pos,3,Library-2-Pos-3
OOOOWWWO,254167,2,Pos,3,Library-2-Pos-3
OOOOWWWW,163332,2,Pos,3,Library-2-Pos-3
OOOWOOOO,35966,2,Pos,3,Library-2-Pos-3
OOOWOOOW,201284,2,Pos,3,Library-2-Pos-3
OOOWOOWO,85704,2,Pos,3,Library-2-Pos-3
OOOWOOWW,56395,2,Pos,3,Library-2-Pos-3
OOOWOWOO,269772,2,Pos,3,Library-2-Pos-3
OOOWOWOW,565607,2,Pos,3,Library-2-Pos-3
OOOWOWWO,17148,2,Pos,3,Library-2-Pos-3
OOOWOWWW,71991,2,Pos,3,Library-2-Pos-3
OOOWWOOO,164704,2,Pos,3,Library-2-Pos-3
OOOWWOOW,171823,2,Pos,3,Library-2-Pos-3
OOOWWOWO,131510,2,Pos,3,Library-2-Pos-3
OOOWWOWW,77938,2,Pos,3,Library-2-Pos-3
OOOWWWOO,157271,2,Pos,3,Library-2-Pos-3
OOOWWWOW,190171,2,Pos,3,Library-2-Pos-3
OOOWWWWO,53916,2,Pos,3,Library-2-Pos-3
OOOWWWWW,136459,2,Pos,3,Library-2-Pos-3
OOWOOOOO,1025364,2,Pos,3,Library-2-Pos-3
OOWOOOOW,117704,2,Pos,3,Library-2-Pos-3
OOWOOOWO,264170,2,Pos,3,Library-2-Pos-3
OOWOOOWW,79843,2,Pos,3,Library-2-Pos-3
OOWOOWOO,55799,2,Pos,3,Library-2-Pos-3
OOWOOWOW,522180,2,Pos,3,Library-2-Pos-3
OOWOOWWO,27376,2,Pos,3,Library-2-Pos-3
OOWOOWWW,24968,2,Pos,3,Library-2-Pos-3
OOWOWOOO,90708,2,Pos,3,Library-2-Pos-3
OOWOWOOW,421882,2,Pos,3,Library-2-Pos-3
OOWOWOWO,207896,2,Pos,3,Library-2-Pos-3
OOWOWOWW,132348,2,Pos,3,Library-2-Pos-3
OOWOWWOO,989552,2,Pos,3,Library-2-Pos-3
OOWOWWOW,391558,2,Pos,3,Library-2-Pos-3
OOWOWWWO,153379,2,Pos,3,Library-2-Pos-3
OOWOWWWW,266654,2,Pos,3,Library-2-Pos-3
OOWWOOOO,358480,2,Pos,3,Library-2-Pos-3
OOWWOOOW,509151,2,Pos,3,Library-2-Pos-3
OOWWOOWO,504364,2,Pos,3,Library-2-Pos-3
OOWWOOWW,258512,2,Pos,3,Library-2-Pos-3
OOWWOWOO,721970,2,Pos,3,Library-2-Pos-3
OOWWOWOW,397099,2,Pos,3,Library-2-Pos-3
OOWWOWWO,93253,2,Pos,3,Library-2-Pos-3
OOWWOWWW,219756,2,Pos,3,Library-2-Pos-3
OOWWWOOO,454758,2,Pos,3,Library-2-Pos-3
OOWWWOOW,299367,2,Pos,3,Library-2-Pos-3
OOWWWOWO,171311,2,Pos,3,Library-2-Pos-3
OOWWWOWW,258892,2,Pos,3,Library-2-Pos-3
OOWWWWOO,589896,2,Pos,3,Library-2-Pos-3
OOWWWWOW,745935,2,Pos,3,Library-2-Pos-3
OOWWWWWO,112238,2,Pos,3,Library-2-Pos-3
OOWWWWWW,399582,2,Pos,3,Library-2-Pos-3
OWOOOOOO,250696,2,Pos,3,Library-2-Pos-3
OWOOOOOW,32638,2,Pos,3,Library-2-Pos-3
OWOOOOWO,86027,2,Pos,3,Library-2-Pos-3
OWOOOOWW,18152,2,Pos,3,Library-2-Pos-3
OWOOOWOO,54146,2,Pos,3,Library-2-Pos-3
OWOOOWOW,84766,2,Pos,3,Library-2-Pos-3
OWOOOWWO,4786,2,Pos,3,Library-2-Pos-3
OWOOOWWW,27905,2,Pos,3,Library-2-Pos-3
OWOOWOOO,95507,2,Pos,3,Library-2-Pos-3
OWOOWOOW,122309,2,Pos,3,Library-2-Pos-3
OWOOWOWO,154173,2,Pos,3,Library-2-Pos-3
OWOOWOWW,99304,2,Pos,3,Library-2-Pos-3
OWOOWWOO,353466,2,Pos,3,Library-2-Pos-3
OWOOWWOW,184770,2,Pos,3,Library-2-Pos-3
OWOOWWWO,167955,2,Pos,3,Library-2-Pos-3
OWOOWWWW,216709,2,Pos,3,Library-2-Pos-3
OWOWOOOO,65430,2,Pos,3,Library-2-Pos-3
OWOWOOOW,137555,2,Pos,3,Library-2-Pos-3
OWOWOOWO,86022,2,Pos,3,Library-2-Pos-3
OWOWOOWW,118577,2,Pos,3,Library-2-Pos-3
OWOWOWOO,172226,2,Pos,3,Library-2-Pos-3
OWOWOWOW,183191,2,Pos,3,Library-2-Pos-3
OWOWOWWO,17889,2,Pos,3,Library-2-Pos-3
OWOWOWWW,162486,2,Pos,3,Library-2-Pos-3
OWOWWOOO,196130,2,Pos,3,Library-2-Pos-3
OWOWWOOW,107956,2,Pos,3,Library-2-Pos-3
OWOWWOWO,35326,2,Pos,3,Library-2-Pos-3
OWOWWOWW,43964,2,Pos,3,Library-2-Pos-3
OWOWWWOO,205316,2,Pos,3,Library-2-Pos-3
OWOWWWOW,111766,2,Pos,3,Library-2-Pos-3
OWOWWWWO,77519,2,Pos,3,Library-2-Pos-3
OWOWWWWW,176479,2,Pos,3,Library-2-Pos-3
OWWOOOOO,518849,2,Pos,3,Library-2-Pos-3
OWWOOOOW,90483,2,Pos,3,Library-2-Pos-3
OWWOOOWO,97181,2,Pos,3,Library-2-Pos-3
OWWOOOWW,26997,2,Pos,3,Library-2-Pos-3
OWWOOWOO,19870,2,Pos,3,Library-2-Pos-3
OWWOOWOW,152300,2,Pos,3,Library-2-Pos-3
OWWOOWWO,10178,2,Pos,3,Library-2-Pos-3
OWWOOWWW,69922,2,Pos,3,Library-2-Pos-3
OWWOWOOO,114363,2,Pos,3,Library-2-Pos-3
OWWOWOOW,258192,2,Pos,3,Library-2-Pos-3
OWWOWOWO,66886,2,Pos,3,Library-2-Pos-3
OWWOWOWW,53510,2,Pos,3,Library-2-Pos-3
OWWOWWOO,725285,2,Pos,3,Library-2-Pos-3
OWWOWWOW,349861,2,Pos,3,Library-2-Pos-3
OWWOWWWO,116987,2,Pos,3,Library-2-Pos-3
OWWOWWWW,286285,2,Pos,3,Library-2-Pos-3
OWWWOOOO,31588,2,Pos,3,Library-2-Pos-3
OWWWOOOW,559799,2,Pos,3,Library-2-Pos-3
OWWWOOWO,264340,2,Pos,3,Library-2-Pos-3
OWWWOOWW,72337,2,Pos,3,Library-2-Pos-3
OWWWOWOO,555317,2,Pos,3,Library-2-Pos-3
OWWWOWOW,326488,2,Pos,3,Library-2-Pos-3
OWWWOWWO,21984,2,Pos,3,Library-2-Pos-3
OWWWOWWW,91925,2,Pos,3,Library-2-Pos-3
OWWWWOOO,233150,2,Pos,3,Library-2-Pos-3
OWWWWOOW,351017,2,Pos,3,Library-2-Pos-3
OWWWWOWO,164374,2,Pos,3,Library-2-Pos-3
OWWWWOWW,67354,2,Pos,3,Library-2-Pos-3
OWWWWWOO,275272,2,Pos,3,Library-2-Pos-3
OWWWWWOW,517963,2,Pos,3,Library-2-Pos-3
OWWWWWWO,206652,2,Pos,3,Library-2-Pos-3
OWWWWWWW,228132,2,Pos,3,Library-2-Pos-3
WOOOOOOO,648575,2,Pos,3,Library-2-Pos-3
WOOOOOOW,61692,2,Pos,3,Library-2-Pos-3
WOOOOOWO,67319,2,Pos,3,Library-2-Pos-3
WOOOOOWW,10342,2,Pos,3,Library-2-Pos-3
WOOOOWOO,225129,2,Pos,3,Library-2-Pos-3
WOOOOWOW,258797,2,Pos,3,Library-2-Pos-3
WOOOOWWO,6153,2,Pos,3,Library-2-Pos-3
WOOOOWWW,53436,2,Pos,3,Library-2-Pos-3
WOOOWOOO,27064,2,Pos,3,Library-2-Pos-3
WOOOWOOW,336146,2,Pos,3,Library-2-Pos-3
WOOOWOWO,79383,2,Pos,3,Library-2-Pos-3
WOOOWOWW,53773,2,Pos,3,Library-2-Pos-3
WOOOWWOO,440933,2,Pos,3,Library-2-Pos-3
WOOOWWOW,319783,2,Pos,3,Library-2-Pos-3
WOOOWWWO,52506,2,Pos,3,Library-2-Pos-3
WOOOWWWW,95721,2,Pos,3,Library-2-Pos-3
WOOWOOOO,140970,2,Pos,3,Library-2-Pos-3
WOOWOOOW,205099,2,Pos,3,Library-2-Pos-3
WOOWOOWO,94333,2,Pos,3,Library-2-Pos-3
WOOWOOWW,33915,2,Pos,3,Library-2-Pos-3
WOOWOWOO,236719,2,Pos,3,Library-2-Pos-3
WOOWOWOW,401248,2,Pos,3,Library-2-Pos-3
WOOWOWWO,23817,2,Pos,3,Library-2-Pos-3
WOOWOWWW,97218,2,Pos,3,Library-2-Pos-3
WOOWWOOO,358762,2,Pos,3,Library-2-Pos-3
WOOWWOOW,226726,2,Pos,3,Library-2-Pos-3
WOOWWOWO,19518,2,Pos,3,Library-2-Pos-3
WOOWWOWW,27101,2,Pos,3,Library-2-Pos-3
WOOWWWOO,212437,2,Pos,3,Library-2-Pos-3
WOOWWWOW,202313,2,Pos,3,Library-2-Pos-3
WOOWWWWO,49824,2,Pos,3,Library-2-Pos-3
WOOWWWWW,176500,2,Pos,3,Library-2-Pos-3
WOWOOOOO,732975,2,Pos,3,Library-2-Pos-3
WOWOOOOW,38226,2,Pos,3,Library-2-Pos-3
WOWOOOWO,104002,2,Pos,3,Library-2-Pos-3
WOWOOOWW,22347,2,Pos,3,Library-2-Pos-3
WOWOOWOO,49507,2,Pos,3,Library-2-Pos-3
WOWOOWOW,178676,2,Pos,3,Library-2-Pos-3
WOWOOWWO,1738,2,Pos,3,Library-2-Pos-3
WOWOOWWW,32733,2,Pos,3,Library-2-Pos-3
WOWOWOOO,105066,2,Pos,3,Library-2-Pos-3
WOWOWOOW,365903,2,Pos,3,Library-2-Pos-3
WOWOWOWO,124419,2,Pos,3,Library-2-Pos-3
